Latitud,Longitud ,categoria,area,area_constr
-12.138473,-76.977278,5,300.00,280.00
-12.084959,-77.051819,1,11.70,137.07
-11.98502,-77.080531,1,34.36,119.50
-12.074938,-77.049217,2,16.68,43.50
-12.071641,-76.94936,1,23.57,59.19
-12.078528,-76.986934,1,11.45,89.60
-12.141973,-76.985197,1,39.48,108.57
-9.118297,-78.526819,2,915.00,80.00
-12.989692,-76.497082,5,110.00,98.00
-13.554628,-76.132678,4,42664.00,0.00
-6.477895,-76.358783,5,121.64,131.54
-11.01741,-75.316555,4,300.00,0.00
-12.089362,-77.028332,1,6.90,65.98
-12.075488,-77.017615,2,237.45,1460.75
-12.143365,-76.992451,1,37.85,147.58
-4.578736,-81.275214,2,216.70,216.70
-12.131683,-77.004176,1,59.24,191.22
-12.076966,-77.097661,1,26.51,133.93
-12.119358,-76.986163,1,34.63,210.00
-12.151541,-76.98771,5,100.48,80.00
-9.115323,-78.54586,2,627.40,756.65
-12.165181,-76.99107,1,30.84,117.53
-12.080429,-77.07323,5,197.10,200.00
-12.074631,-77.068423,1,13.14,94.00
-9.529060021,-77.53155632,2,1180.70,1327.30
-12.575411,-76.70554,5,300.00,190.00
-12.07599,-76.917971,5,628.00,712.84
-12.130933,-76.970399,1,56.54,114.00
-16.417952,-71.531852,5,358.29,209.00
-8.092922,-79.026261,2,24.00,63.00
-12.085633,-76.972958,3,11.50,260.00
-13.059813,-76.354159,5,68.25,120.00
-12.092961,-77.017004,1,29.30,162.32
-12.056822,-77.021009,5,152.36,146.00
-12.098103,-77.068419,1,5.08,111.67
-12.157649,-76.989689,1,30.77,76.15
-12.116635,-77.013973,1,9.14,101.01
-14.081003,-75.742443,4,161.40,190.33
-12.108974,-77.038641,3,3.67,31.91
-12.135955,-76.987637,1,26.86,92.23
-16.409534,-71.51698,5,160.00,298.00
-6.03441,-76.97356,5,410.40,267.96
-12.050886,-75.19154,1,29.78,102.38
-12.065577,-77.049944,1,9.73,75.00
-12.096629,-76.963366,2,199.00,637.00
-12.097641,-77.071036,1,4.56,67.95
-11.951326,-76.989863,5,90.00,125.00
-12.138975,-77.025535,1,31.10,160.26
-12.078267,-77.035682,1,0.00,60.24
-4.912056,-80.69645,2,800.00,477.60
-12.585633,-76.704139,5,92.52,118.72
-12.11521,-77.00229,1,22.47,136.78
-12.1029,-77.0433,1,58.25,304.22
-12.060956,-77.01592,1,28.24,73.66
-12.3844,-76.785753,1,29.28,100.60
-12.073511,-77.046966,1,24.81,92.97
-12.242101,-76.922854,5,108.00,180.00
-12.074747,-77.019785,5,160.00,198.00
-12.085113,-77.029199,1,24.56,106.79
-12.081441,-76.971609,5,1000.00,565.24
-12.090677,-77.08031,5,282.50,315.78
-5.188141,-80.634287,2,107.88,107.88
-12.062716,-77.004738,5,171.25,292.00
-12.118845,-76.977654,1,13.00,80.30
-8.135785,-79.050816,1,90.00,145.99
-12.099389,-76.967324,1,21.83,117.77
-12.112659,-77.0145506,1,3.16,60.51
-16.389118,-71.541522,4,744.07,306.25
-12.063123,-76.996636,2,20876.73,6972.00
-12.085309,-76.990075,5,180.00,468.29
-12.100894,-77.05956,5,164.59,230.43
-11.999731,-77.006537,1,18.90,72.63
-12.1131,-77.0492,1,7.50,165.00
-7.408233,-79.47905,4,15726.00,0.00
-13.53236,-71.943215,2,1350.00,364.28
-6.792479,-79.83302,5,166.78,116.75
-8.13777,-79.02964,1,32.04,176.00
-15.83647,-70.031256,5,303.36,286.42
-12.051923,-77.057224,1,15.23,100.14
-12.10362,-76.974347,1,97.56,211.86
-5.178907,-80.60664,4,60.00,2.00
-9.078964,-78.575915,5,227.40,585.89
-12.213394,-76.943019,2,104.99,314.16
-16.403627,-71.535321,4,386.74,123.00
-11.108869,-77.608926,2,300.14,858.30
-12.088893,-77.059209,1,4.41,113.91
-12.070189,-77.057729,5,72.00,132.00
-12.079322,-77.028301,1,10.98,76.38
-12.091896,-76.98154,1,20.52,81.93
-12.03065,-77.055291,5,112.26,191.00
-11.935287,-77.065435,1,13.22,69.00
-12.12438,-76.998687,5,180.90,248.78
-8.133897,-79.034337,5,154.40,322.00
-12.128938,-76.976028,1,17.27,116.90
-12.07654,-76.940232,5,1174.00,356.65
-12.083639,-76.974472,3,9.41,106.41
-11.92777,-77.05719,1,3.61,50.20
-6.476402,-76.35932,5,160.00,112.00
-6.492235,-76.370304,5,400.00,520.40
-12.079505,-76.983456,1,19.30,74.84
-11.801679,-77.175378,5,408.25,111.00
-6.788509,-79.837845,4,200.00,292.60
-12.070467,-77.070573,1,14.46,113.20
-12.092821,-76.983567,1,39.78,205.80
-11.992775,-77.07387,1,18.90,82.18
-14.312269,-71.68979,2,338.07,270.00
-12.065329,-77.044702,1,20.74,55.72
-12.131982,-77.027246,1,19.15,186.00
-12.055361,-77.027932,2,0.93,4.88
-12.127917,-76.969262,1,41.29,166.07
-11.997885,-76.85484,2,201.73,336.00
-12.126301,-76.973594,1,41.19,166.40
-8.390152,-74.535335,2,103.16,153.74
-10.682563,-76.246985,2,2837.05,622.05
-11.957328,-75.276589,5,577.53,321.99
-5.177103,-80.608591,4,120.00,89.67
-12.146817,-76.98331,1,35.55,94.77
-13.537962,-71.94744,1,12.77,86.93
-7.40526,-79.575813,5,290.30,491.95
-12.122819,-76.965941,5,2800.00,553.89
-12.075171,-77.052669,5,72.28,132.00
-12.074996,-77.045234,1,28.64,89.50
-12.10602,-77.032893,1,26.61,104.75
-12.114601,-77.036678,2,213.85,493.61
-8.0991346,-79.008647,1,25.91,90.12
-8.072145,-79.055345,5,206.40,125.24
-12.117482,-77.031535,3,8.84,100.39
-12.07592,-77.017613,2,1088.68,1108.68
-12.074881,-77.099694,2,3920.00,2687.42
-12.071405,-77.060962,1,4.15,29.76
-12.014308,-77.073744,2,53.98,221.81
-12.169805,-76.95896,5,90.00,266.05
-12.13132,-77.0193,1,16.35,127.92
-12.0633585,-77.0228388,2,291.00,0.00
-12.029293,-76.886022,5,120.00,241.00
-12.085811,-76.963487,1,137.24,350.28
-12.098676,-76.973477,5,2520.00,899.80
-8.095844,-79.041217,1,15.44,87.67
-12.111871,-76.974688,1,35.99,133.37
-12.097325,-77.06256,1,10.26,94.00
-12.119538,-77.015177,5,248.00,235.85
-12.134154,-77.021986,1,6.50,122.32
-12.054264,-77.02753,2,2.98,12.94
-12.136642,-76.976549,3,306.00,290.00
-12.07348,-75.214167,1,5.29,78.17
-12.114343,-76.998995,1,13.66,91.00
-12.1419978,-77.00244,1,26.15,90.96
-12.05275,-75.231417,5,177.15,345.25
-12.07503,-77.038453,1,5.48,70.65
-11.987799,-76.836354,1,47.98,121.13
-12.072476,-76.983449,5,152.00,212.00
-12.11071,-76.972809,3,14.41,162.85
-12.068902,-76.954241,5,198.10,266.67
-11.939745,-77.051397,2,160.00,560.00
-12.057279,-77.0438,1,13.12,79.84
-12.085082,-77.058198,1,9.63,70.60
-12.061481,-77.101254,1,60.28,100.76
-12.09924,-77.06295,1,7.29,82.46
-12.134837,-77.024372,1,5.04,100.87
-16.377415,-71.514882,5,294.80,130.71
-8.180736,-78.991651,5,75.86,162.71
-4.891693,-80.68529,2,5.91,5.91
-12.0780174,-76.996652,5,171.00,221.14
-12.129901,-77.000723,1,41.67,94.06
-12.028376,-77.010067,5,202.00,975.15
-12.115711,-77.037898,1,16.16,122.70
-12.119236,-77.016804,1,11.32,66.49
-12.089651,-76.95551,5,144.45,301.01
-3.758959,-73.274386,2,303.82,447.82
-12.07047,-76.970648,1,57.64,92.80
-12.068703,-77.028394,1,31.82,83.00
-12.098833,-76.978029,1,12.27,120.23
-9.070038,-78.588704,5,76.40,154.00
-12.383267,-76.784744,1,23.78,117.92
-12.068973,-77.066325,1,23.33,120.28
-9.925907,-76.233316,2,1142.72,331.40
-8.137742,-79.036818,1,14.55,119.48
-12.120468,-77.042201,1,12.37,74.85
-12.0841,-77.03674,1,4.21,80.61
-11.963767,-77.05906,1,240.00,919.45
-12.055747,-77.038038,2,14.65,98.61
-12.07348,-77.052762,1,14.49,84.55
-12.119322,-77.03565,3,23.33,344.84
-12.0642,-77.078404,1,2.26,32.28
-9.931118,-76.24209,2,58.85,366.50
-12.288765,-76.874007,5,434.54,280.00
-16.374749,-71.546149,1,66.54,201.17
-12.086273,-77.064082,1,10.61,72.50
-7.609859,-78.07207,2,1328.00,668.00
-5.163182,-80.682388,5,84.72,27.58
-15.372091,-75.159661,2,189.90,574.15
-6.48126,-76.375587,5,192.00,225.37
-12.142197,-77.005783,1,41.20,105.56
-16.402263,-71.535121,2,60.09,240.36
-8.134658,-79.041847,1,17.88,107.55
-5.185633,-80.636322,2,80.18,160.36
-8.114805,-79.033891,5,315.90,290.74
-12.387036,-76.78226,1,25.25,131.76
-18.031941,-70.259213,5,112.50,195.00
-9.93409,-76.243659,1,29.51,102.63
-6.80623,-79.826748,5,128.00,100.00
-12.008505,-77.103561,2,212.50,208.20
-5.20061,-80.62657,1,34.83,77.42
-12.093827,-76.993585,1,17.85,124.16
-11.801086,-77.17186,5,750.00,150.00
-13.526614,-71.96021,2,26.62,115.72
-12.076335,-77.043013,1,10.13,96.89
-12.074635,-77.105241,1,44.09,97.26
-12.140854,-76.98724,1,66.67,153.77
-12.170842,-77.019026,5,125.00,213.56
-12.12205,-77.000311,1,14.50,76.81
-12.157028,-77.023564,1,24.66,125.47
-12.068681,-77.104383,1,16.00,81.95
-12.134923,-76.994987,1,24.63,72.73
-12.066163,-75.210494,3,74.43,394.00
-12.082546,-76.95717,5,312.92,531.14
-12.062189,-76.951107,1,50.67,105.14
-12.075399,-77.092306,1,3.59,71.80
-12.124953,-76.984471,1,62.84,191.65
-12.08406,-77.09525,1,16.67,70.76
-12.147491,-76.98868,5,240.00,319.00
-12.072092,-77.068603,2,58.43,101.62
-8.506883,-74.885642,4,672750.00,0.00
-16.424017,-71.510313,2,391.40,385.27
-12.088294,-77.046352,1,9.26,92.36
-12.141947,-76.987261,5,161.50,246.22
-12.07188,-76.952504,1,10.82,138.24
-12.122131,-77.038949,1,16.59,119.64
-12.095252,-76.951268,5,124.00,239.67
-12.072683,-77.062539,1,18.69,67.92
-12.023775,-77.055541,2,160.00,236.36
-12.079348,-77.10148,1,20.96,96.97
-12.11884,-77.03935,1,8.63,147.07
-11.234344,-74.629102,4,99.75,0.00
-13.683161,-76.161227,5,251.90,190.00
-12.085822,-77.06816,1,5.16,39.50
-3.737791,-73.247618,5,411.34,817.39
-12.229494,-76.892473,1,18.11,75.00
-12.054228,-77.090846,1,61.59,100.92
-12.118944,-77.013468,1,93.56,270.73
-12.080326,-76.985266,5,160.00,122.00
-12.067942,-77.04456,1,36.57,161.74
-11.256491,-74.626975,2,115000.00,970.60
-12.115956,-77.047123,1,28.28,206.00
-12.0384343,-76.9570281,1,93.00,45.02
-12.096771,-77.057605,1,16.00,98.87
-5.152326,-80.621255,5,1079.14,418.91
-7.817547,-78.04894,5,95.58,110.00
-12.129648,-76.991751,1,24.96,64.20
-12.121155,-76.994648,1,44.38,115.78
-12.068233,-77.067823,1,13.33,81.13
-12.099466,-76.978546,1,8.51,103.60
-12.116931,-76.980813,1,21.95,171.75
-5.163182,-80.682388,5,75.25,27.58
-11.959905,-77.078192,1,8.57,0.00
-12.084953,-76.98986,5,208.75,652.00
-12.119929,-76.97631,1,25.83,210.75
-12.050287,-76.9713,5,160.00,480.96
-12.109314,-76.940993,5,160.00,420.00
-12.83365,-76.536711,5,123.00,105.00
-12.094412,-77.071064,1,13.55,82.45
-12.136049,-77.02259,1,2.84,47.58
-12.108877,-77.028826,1,16.51,97.16
-12.042874,-77.044193,2,1.22,6.38
-12.163151,-76.98841,5,108.00,164.28
-11.933839,-77.06067,1,15.90,59.69
-11.922355,-77.06228,5,149.60,415.66
-12.087849,-76.901103,5,293.29,182.06
-12.116501,-76.933054,5,190.00,379.95
-12.383131,-76.78453,1,34.98,108.94
-12.122196,-77.035722,1,32.45,80.67
-12.133112,-77.011636,1,38.55,124.01
-3.561447,-80.425412,5,120.00,500.00
-12.110533,-76.977572,1,13.73,94.83
-12.105291,-76.982019,1,78.06,189.04
-13.523747,-71.973855,2,11.61,21.10
-12.103196,-77.037967,1,25.82,170.25
-12.110922,-76.999639,1,47.54,117.26
-12.076844,-77.063681,2,412.60,1430.00
-12.114048,-76.987236,1,90.31,297.60
-14.037917,-75.77819,5,775.86,243.80
-12.029139,-76.8844,4,126.00,239.00
-11.993189,-77.056477,2,165.50,615.90
-12.091178,-77.066671,1,3.99,86.84
-9.296842,-76.001027,5,80.00,102.00
-12.114701,-77.008406,1,26.40,119.49
-12.080206,-77.104925,1,1.54,39.00
-12.064919,-77.151119,2,1200.00,788.00
-8.112434,-79.022793,2,1.52,5.30
-12.087328,-77.070103,1,5.17,80.94
-12.072369,-76.979587,1,171.02,775.51
-6.780663,-79.841522,5,184.56,102.80
-11.861994,-77.059251,1,12.70,66.29
-12.091517,-76.973165,2,266.00,400.87
-12.08471,-76.92023,1,141.55,246.39
-12.096006,-77.008726,5,359.65,275.65
-11.951106,-77.09229,1,14.63,72.47
-12.103887,-76.95785,5,200.10,119.00
-12.116691,-76.940741,1,12.14,121.74
-12.073782,-77.093916,3,242.50,564.54
-6.758325,-79.861686,2,140.00,62.53
-12.091665,-77.058968,1,13.08,78.60
-12.05499,-76.939818,1,40.27,104.24
-12.517408,-76.730932,2,339.20,599.77
-12.097445,-76.982143,1,14.54,130.00
-8.07347,-79.049524,1,59.60,94.45
-12.17505,-76.997578,1,14.35,74.81
-3.561443,-80.425418,1,64.00,64.00
-11.957699,-77.045367,5,250.00,503.00
-12.128995,-77.03413,1,25.97,118.00
-12.610767,-76.66716,4,21000.00,0.00
-6.793649,-79.886497,4,135.10,0.00
-12.075918,-76.918803,5,505.19,746.20
-12.061586,-77.051212,1,11.97,62.11
-12.127289,-76.98277,5,275.00,157.70
-12.085022,-77.052963,1,3.70,80.50
-12.10375,-76.970689,1,7.86,88.90
-12.093915,-76.998523,1,17.33,111.82
-12.11828,-77.005024,1,5.26,64.00
-12.068395,-77.059828,1,6.28,86.00
-12.137303,-77.004624,1,22.79,134.38
-6.833608,-79.937683,1,24.31,172.78
-7.1337468,-79.5700891,4,1.00,0.00
-12.113293,-77.049026,1,5.00,129.70
-12.104412,-77.061678,1,25.53,78.86
-12.117734,-77.034051,3,12.47,68.75
-12.114425,-77.006496,5,160.00,235.49
-12.071597,-77.112754,5,160.00,336.47
-8.081991,-79.02221,1,458.59,120.00
-12.095904,-77.023591,3,15.96,107.70
-12.101887,-76.962707,1,21.56,168.69
-11.993245,-77.074747,1,12.06,83.90
-13.535235,-71.963263,2,3.60,3.60
-12.087296,-77.059993,1,14.99,105.16
-11.847938,-76.998141,5,90.00,255.17
-12.008252,-77.088012,2,391.73,341.24
-12.01889,-77.074504,1,42.36,108.20
-12.086915,-77.021657,5,250.00,360.00
-3.752796,-73.25015,2,35.00,130.75
-12.050666,-77.073656,5,195.00,135.00
-12.104573,-77.015922,5,489.70,221.00
-12.202104,-76.925917,4,456.00,5.00
-12.079201,-77.029049,1,2.01,48.46
-12.157658,-76.993504,1,21.90,83.13
-3.753985,-73.257733,1,213.64,366.06
-12.087713,-77.016498,3,279.21,707.48
-12.002875,-76.879382,5,120.65,244.30
-6.495299,-76.37143,5,528.88,211.50
-12.098956,-77.018876,1,15.69,150.12
-12.07781,-76.967597,5,706.96,307.53
-11.987498,-76.99704,2,1000.00,967.00
-10.810349,-75.039227,4,61000.00,2.00
-12.106764,-76.96658,1,51.91,270.83
-12.107244,-76.973547,1,31.47,102.71
-6.473285,-76.367394,5,148.02,153.63
-12.082546,-77.032659,1,4.78,70.81
-11.933839,-77.060665,1,16.63,75.20
-16.427515,-71.491491,5,161.50,329.60
-12.076445,-76.996691,5,175.50,280.00
-5.155824,-80.623704,1,23.63,157.19
-12.080297,-77.082253,5,193.30,233.80
-8.986859,-78.615269,2,450.00,450.00
-12.07563,-77.054383,1,17.40,56.90
-12.122581,-76.991181,1,56.16,112.16
-12.048298,-76.964735,5,160.00,239.71
-12.116283,-77.022761,2,200.00,583.39
-12.094534,-77.059386,1,5.73,109.59
-12.088273,-77.06492,1,4.93,87.50
-11.944448,-77.0763,5,120.00,180.00
-12.087322,-77.05732,5,65.45,129.42
-13.158378,-72.52338,4,30150.00,30.00
-12.135227,-77.018402,1,3.95,75.59
-12.048416,-77.0485,1,9.87,70.01
-12.121063,-77.02491,1,25.63,222.89
-11.92777,-77.05719,1,4.47,50.20
-12.023536,-77.00177,5,160.00,264.50
-12.081535,-77.103566,1,5.36,83.96
-12.051783,-77.046721,1,12.19,57.59
-13.534582,-71.90477,1,11.19,100.97
-12.070001,-77.05235,1,12.87,74.08
-12.074913,-77.058084,5,242.93,224.95
-12.084495,-77.061975,1,6.08,34.06
-6.476788,-76.386487,5,267.25,156.56
-12.090141,-77.03059,2,24.31,52.83
-12.074837,-77.064467,1,19.39,88.03
-12.3844,-76.785753,1,54.94,155.77
-12.064638,-77.013613,2,1.50,1.35
-12.089448,-77.07756,5,72.00,141.25
-12.196548,-76.936661,2,300.00,150.00
-12.114389,-76.978364,1,46.60,174.60
-6.880397,-79.921453,5,133.10,345.66
-16.3704,-71.54411,1,23.62,101.17
-16.397026,-71.538813,5,891.94,202.89
-17.058459,-71.96004,5,240.00,164.00
-6.782567,-79.855593,1,50.34,106.28
-16.417938,-71.498318,5,323.86,461.00
-12.072623,-77.114604,5,147.00,177.60
-12.085474,-77.050304,1,10.43,108.81
-12.106482,-76.945625,5,66.32,103.16
-11.985165,-77.054632,5,200.00,220.00
-11.956416,-77.07511,1,40.60,105.36
-12.073544,-77.066763,1,17.58,89.98
-12.07638,-77.04299,1,19.91,73.48
-12.106663,-77.008858,3,29.29,130.14
-12.08441,-76.899009,5,1000.00,320.00
-12.061748,-77.063651,5,161.36,167.90
-16.372896,-71.552045,4,144.80,0.00
-12.097375,-76.98182,1,29.64,134.50
-7.399778,-79.571612,1,23.76,82.64
-12.16434,-76.99318,1,22.53,82.78
-11.951564,-77.092004,1,29.99,59.30
-12.128519,-76.973967,1,76.44,191.33
-12.084433,-77.08513,1,58.98,118.62
-12.065477,-77.017808,1,15.30,53.20
-12.0768,-76.99022,1,86.08,93.39
-12.133266,-76.999663,5,199.98,83.00
-12.084987,-77.050974,1,4.06,84.80
-8.109489,-79.0190844,5,160.00,442.95
-12.200398,-76.97017,5,120.63,220.00
-12.097376,-76.9454,5,160.00,327.74
-9.29547,-75.996498,5,268.67,225.40
-12.129267,-76.969191,1,49.42,190.28
-12.128231,-76.975794,1,25.78,156.91
-12.09619,-76.989319,1,31.49,121.80
-8.092261,-79.053193,5,60.21,66.35
-11.927657,-77.057174,1,3.86,50.30
-12.111204,-76.971528,1,36.43,148.49
-6.487929,-76.362736,2,130.00,511.00
-12.092617,-77.049134,1,23.03,158.04
-12.022442,-77.052789,1,20.05,76.31
-8.11262,-79.023806,2,2.08,9.05
-12.137212,-77.015506,5,120.56,183.67
-12.084395,-77.037343,1,20.68,60.68
-12.028278,-77.054493,1,27.38,91.95
-12.083038,-76.982264,1,33.00,119.75
-8.381972,-74.558848,5,250.00,190.37
-12.168216,-76.97203,5,160.00,71.00
-12.133853,-76.942941,5,90.00,209.25
-9.129099,-78.513862,2,147.00,275.98
-12.060761,-77.134397,5,111.70,185.54
-12.137934,-76.979729,1,54.32,170.34
-12.090325,-77.017125,2,18.43,57.80
-12.126266,-77.019858,1,29.41,180.83
-12.061935,-75.218322,2,570.00,583.36
-12.096149,-76.991188,1,34.16,149.80
-12.088723,-76.972177,1,28.85,229.90
-12.11475,-77.012394,1,8.97,78.00
-12.094597,-77.05198,1,21.44,175.24
-12.127618,-76.973142,1,38.20,178.38
-12.102069,-76.938061,5,58.20,151.92
-12.096387,-76.969155,1,26.90,87.77
-12.052673,-77.022833,5,326.00,560.00
-12.094447,-77.00214,1,14.38,125.00
-12.087424,-77.043023,1,6.50,90.46
-12.826266,-76.54612,4,245.00,184.30
-7.226543,-79.428835,2,246.50,375.42
-12.0897252,-77.024526,5,102.65,263.85
-12.097993,-77.05601,2,1035.00,1387.37
-12.089362,-77.028332,1,9.06,86.68
-12.04499,-77.043609,2,2.20,7.66
-12.083774,-77.079156,1,38.72,80.51
-12.132002,-77.007174,1,24.39,92.18
-12.082993,-76.968843,3,16.70,185.17
-12.141227,-77.00118,1,23.08,121.85
-6.030481,-76.974467,4,2196.20,0.00
-12.093878,-77.011313,5,507.50,504.16
-12.061734,-77.099628,5,176.00,245.31
-12.116463,-77.028565,2,2.22,11.60
-12.114331,-77.019109,1,58.80,136.89
-10.920162,-74.886584,5,160.00,46.00
-16.409395,-71.54585,3,350.85,404.50
-12.052777,-76.94847,1,19.17,72.88
-12.159668,-76.992733,1,10.66,74.13
-12.068856,-77.12214,5,329.60,225.17
-6.029578,-76.98055,4,266.80,203.39
-12.131801,-76.977126,1,121.88,317.96
-12.086849,-77.027988,1,15.12,104.24
-12.117451,-76.997935,5,187.35,272.27
-12.094617,-77.069431,1,9.53,136.84
-11.992411,-77.105008,5,134.50,45.00
-12.075261,-77.05428,1,5.13,66.05
-12.12293,-77.02875,2,35.13,61.09
-6.491863,-76.382081,5,260.54,195.28
-11.926464,-77.057946,1,3.41,50.41
-12.07411,-76.977838,1,22.16,96.33
-6.28330328,-79.65532142,4,153000.00,120.00
-12.019449,-77.059742,1,21.69,75.45
-18.021956,-70.261383,5,316.57,430.00
-5.702833,-78.808874,2,200.00,394.00
-12.140323,-77.022116,1,4.00,69.61
-12.062721,-77.079187,1,30.34,102.32
-6.478919,-76.35284,5,139.43,85.00
-12.059394,-77.052493,1,6.73,70.18
-12.076251,-77.090124,1,6.40,96.07
-12.114764,-76.981846,1,52.48,254.04
-16.430034,-71.569903,5,210.90,340.15
-12.08243,-77.103719,1,8.63,83.96
-11.893789,-77.0313,5,121.20,208.00
-12.123585,-77.03441,1,8.63,90.00
-12.115719,-76.998613,1,13.56,84.09
-10.734742,-75.264961,2,1223.00,1259.78
-11.982466,-76.796091,1,64.11,118.42
-7.147321,-78.52206,5,120.00,192.00
-12.052286,-77.096181,1,20.80,66.40
-11.933839,-77.060665,1,15.93,59.69
-12.007368,-77.063167,1,20.97,117.51
-12.080968,-76.98086,1,180.00,254.74
-12.0857,-77.043197,2,11.09,38.58
-11.967964,-77.058308,5,180.50,281.75
-12.1128425,-76.969779,1,35.45,154.15
-12.081281,-77.047845,1,6.46,112.92
-11.926464,-77.057946,1,3.41,50.41
-12.112435,-76.826712,5,262.90,136.50
-9.03433,-75.507747,5,115.70,368.61
-12.085758,-77.043187,2,11.09,38.58
-12.117736,-76.992984,1,32.39,109.58
-7.353612,-79.424107,4,37100.00,2.00
-13.517453,-73.721926,5,1214.46,234.00
-3.556679,-80.449178,5,2048.22,984.20
-12.094833,-77.003412,1,62.50,150.15
-12.094017,-76.995457,2,12.28,53.41
-14.256623,-71.228745,4,1901.77,61.15
-5.196971,-80.62869,3,114.40,397.90
-12.097209,-77.042123,1,39.52,280.12
-12.069914,-76.970147,1,35.24,91.94
-12.1076817,-76.98127,1,59.65,215.85
-12.089362,-77.028332,1,5.41,51.79
-12.103418,-76.970777,3,20.30,194.07
-11.933839,-77.060665,1,8426.66,50.60
-16.380992,-71.54279,1,24.11,106.85
-8.097463,-79.040849,5,157.15,246.51
-11.909755,-77.078235,2,3050.00,630.00
-6.705646,-79.91189,5,162.30,273.90
-8.135647,-79.039346,1,32.13,119.07
-12.123496,-77.032497,1,15.50,155.00
-12.112472,-77.014106,1,6.19,88.22
-12.064442,-77.013631,2,0.53,5.98
-12.068284,-76.9344,1,27.06,76.27
-12.08975,-77.04323,1,14.15,133.39
-12.115155,-77.040833,1,24.63,183.48
-8.376981,-74.525309,3,126.91,64.00
-12.139595,-77.023886,1,7.94,95.29
-12.116933,-76.978477,5,418.80,325.00
-12.106881,-77.025675,1,6.90,51.44
-8.093574,-79.053069,4,140.00,104.35
-12.069389,-76.964917,5,1000.00,455.00
-12.080945,-76.984901,1,14.64,67.63
-12.126139,-77.028911,2,386.88,346.10
-4.890242,-80.678772,1,100.60,152.19
-8.137551,-79.049374,2,69.82,179.19
-10.811675,-76.220817,5,1258.40,396.80
-12.084391,-77.052212,1,4.18,57.54
-11.92777,-77.05719,1,5.41,75.10
-12.084096,-77.062655,1,3.70,78.70
-12.092556,-77.074416,2,220.00,262.15
-12.068,-76.965961,5,312.50,205.03
-12.109836,-76.968203,1,23.55,135.00
-12.126331,-77.031651,1,11.36,84.00
-12.121448,-77.02581,1,17.22,106.60
-11.967721,-77.070064,5,157.80,400.00
-12.067804,-76.93375,1,36.18,109.62
-12.110759,-77.038744,1,23.35,201.79
-12.108799,-76.973589,1,67.48,138.04
-8.111316,-79.034937,1,27.41,119.17
-8.364503,-74.577143,4,600.00,0.00
-12.02693,-77.00577,2,55.61,145.07
-8.104161,-79.042,1,32.71,109.80
-12.118046,-76.98382,1,70.72,151.22
-12.102021,-76.965712,1,17.07,66.58
-12.14343,-76.976067,1,32.08,117.34
-12.052604,-77.029751,1,9.87,51.94
-13.535689,-71.902181,1,12.50,149.20
-3.747287,-73.243523,1,764.40,674.40
-8.099467,-79.033747,4,17.64,119.85
-12.157274,-76.958526,3,200.00,351.20
-12.685456,-76.61422,5,65.70,30.00
-12.096986,-77.060015,1,6.05,48.83
-12.0809757,-77.0366096,1,10.93,76.00
-13.711763,-76.151435,5,78.15,36.00
-18.037922,-70.275994,5,128.00,96.38
-8.370976,-74.535541,5,354.20,419.67
-5.889103,-76.111791,5,210.00,573.30
-12.055396,-77.022052,2,159.68,327.75
-12.060023,-77.024512,5,46.81,234.05
-12.036215,-76.952654,1,42.53,130.61
-12.09851,-76.948208,5,160.00,213.35
-6.474741,-76.371774,2,300.00,560.00
-12.142683,-77.001256,1,8.18,92.49
-12.052245,-77.066432,5,226.00,288.80
-3.769667,-73.265778,5,160.00,249.94
-12.091181,-76.992177,1,46.46,145.49
-12.037116,-77.001694,1,25.33,62.62
-12.103527,-76.949643,5,160.00,226.00
-12.116005,-77.045355,1,22.18,120.06
-12.074135,-77.052794,1,6.14,94.54
-12.092303,-77.059263,1,26.45,144.80
-12.104733,-76.976887,1,74.22,190.83
-12.068028,-77.03591,3,14.83,92.10
-8.093341,-79.03891,1,48.79,95.34
-12.11478,-77.03277,1,12.39,109.36
-9.12802,-78.514966,5,147.00,270.60
-12.077278,-77.026413,5,221.40,427.78
-12.069192,-77.05526,1,17.85,76.50
-12.124591,-77.023287,1,36.91,97.63
-12.086292,-77.080435,1,14.11,61.34
-6.786128,-79.85911,5,105.00,91.12
-12.088202,-77.062149,1,6.33,55.00
-11.878431,-77.12442,1,45.90,58.34
-12.074131,-76.88337,5,686.40,444.00
-12.062128,-75.206575,1,9.80,93.78
-11.992859,-76.821952,5,228.00,303.72
-12.701925,-76.642315,4,2.00,2.00
-12.049593,-77.093119,1,16.36,73.42
-7.402287,-79.571992,5,261.40,181.48
-12.067794,-76.942228,1,30.04,104.50
-9.923588,-76.230047,3,200.00,630.00
-12.042876,-76.954957,3,142.55,534.00
-12.081044,-77.055892,1,12.31,130.98
-8.137347,-79.031134,1,23.14,127.30
-12.058875,-77.024352,5,44.95,126.00
-3.729263,-73.253567,5,320.27,489.72
-12.11224,-76.985542,1,37.26,180.08
-12.085766,-77.030909,1,13.04,80.84
-12.080869,-77.063718,1,20.52,71.20
-12.127983,-76.969684,1,28.26,51.73
-12.067806,-77.020666,2,627.20,107.10
-12.063125,-77.114682,5,56.40,98.79
-12.099815,-76.964901,1,47.10,98.23
-12.0791914,-77.0566091,1,4.37,95.05
-12.055736,-77.071138,1,20.65,72.94
-12.098457,-77.023224,3,360.00,342.24
-11.976336,-77.080712,5,90.00,55.00
